x,t,u_pred,u_true,error
-8.367347e-01,9.387755e-01,6.794159e-01,8.839223e-01,2.045065e-01
-8.367347e-01,9.591837e-01,6.804961e-01,8.821214e-01,2.016253e-01
-8.367347e-01,9.795918e-01,6.806762e-01,8.803804e-01,1.997042e-01
-8.367347e-01,1.000000e+00,6.795908e-01,8.786973e-01,1.991065e-01
-7.959183e-01,0.000000e+00,9.977475e-01,9.999741e-01,2.226591e-03
-7.959183e-01,2.040816e-02,5.613052e-01,9.999741e-01,4.386689e-01
-7.959183e-01,4.081633e-02,5.777075e-01,9.999741e-01,4.222666e-01
-7.959183e-01,6.122449e-02,5.913934e-01,9.999741e-01,4.085808e-01
-7.959183e-01,8.163265e-02,6.039768e-01,9.999736e-01,3.959968e-01
-7.959183e-01,1.020408e-01,6.156760e-01,9.999686e-01,3.842926e-01
-7.959183e-01,1.224490e-01,6.265392e-01,9.999459e-01,3.734067e-01
-7.959183e-01,1.428571e-01,6.365998e-01,9.998803e-01,3.632805e-01
-7.959183e-01,1.632653e-01,6.459195e-01,9.997380e-01,3.538185e-01
-7.959183e-01,1.836735e-01,6.545806e-01,9.994854e-01,3.449048e-01
-7.959183e-01,2.040816e-01,6.626610e-01,9.990940e-01,3.364331e-01
-7.959183e-01,2.244898e-01,6.702240e-01,9.985449e-01,3.283209e-01
-7.959183e-01,2.448980e-01,6.773124e-01,9.978288e-01,3.205165e-01
-7.959183e-01,2.653061e-01,6.839480e-01,9.969452e-01,3.129972e-01
-7.959183e-01,2.857143e-01,6.901364e-01,9.959002e-01,3.057637e-01
-7.959183e-01,3.061225e-01,6.958789e-01,9.947047e-01,2.988258e-01
-7.959183e-01,3.265306e-01,7.011845e-01,9.933727e-01,2.921882e-01
-7.959183e-01,3.469388e-01,7.060874e-01,9.919198e-01,2.858325e-01
-7.959183e-01,3.673469e-01,7.106528e-01,9.903623e-01,2.797095e-01
-7.959183e-01,3.877551e-01,7.149602e-01,9.887165e-01,2.737563e-01
-7.959183e-01,4.081632e-01,7.190380e-01,9.869978e-01,2.679598e-01
-7.959183e-01,4.285714e-01,7.227718e-01,9.852204e-01,2.624487e-01
-7.959183e-01,4.489796e-01,7.261120e-01,9.833976e-01,2.572856e-01
-7.959183e-01,4.693877e-01,7.294276e-01,9.815412e-01,2.521136e-01
-7.959183e-01,4.897959e-01,7.329720e-01,9.796620e-01,2.466900e-01
-7.959183e-01,5.102041e-01,7.367037e-01,9.777694e-01,2.410657e-01
-7.959183e-01,5.306122e-01,7.404169e-01,9.758717e-01,2.354547e-01
-7.959183e-01,5.510204e-01,7.438954e-01,9.739761e-01,2.300807e-01
-7.959183e-01,5.714286e-01,7.471043e-01,9.720890e-01,2.249846e-01
-7.959183e-01,5.918368e-01,7.501194e-01,9.702157e-01,2.200962e-01
-7.959183e-01,6.122449e-01,7.530105e-01,9.683608e-01,2.153503e-01
-7.959183e-01,6.326531e-01,7.558149e-01,9.665283e-01,2.107134e-01
-7.959183e-01,6.530612e-01,7.585471e-01,9.647214e-01,2.061743e-01
-7.959183e-01,6.734694e-01,7.612014e-01,9.629430e-01,2.017416e-01
-7.959183e-01,6.938776e-01,7.637540e-01,9.611951e-01,1.974411e-01
-7.959183e-01,7.142857e-01,7.661608e-01,9.594797e-01,1.933188e-01
-7.959183e-01,7.346939e-01,7.683425e-01,9.577981e-01,1.894556e-01
-7.959183e-01,7.551020e-01,7.701354e-01,9.561515e-01,1.860161e-01
-7.959183e-01,7.755102e-01,7.712902e-01,9.545407e-01,1.832505e-01
-7.959183e-01,7.959183e-01,7.720412e-01,9.529663e-01,1.809251e-01
-7.959183e-01,8.163266e-01,7.730096e-01,9.514285e-01,1.784189e-01
-7.959183e-01,8.367347e-01,7.741898e-01,9.499277e-01,1.757379e-01
-7.959183e-01,8.571429e-01,7.754652e-01,9.484639e-01,1.729987e-01
-7.959183e-01,8.775510e-01,7.769048e-01,9.470369e-01,1.701320e-01
-7.959183e-01,8.979592e-01,7.784388e-01,9.456465e-01,1.672077e-01
-7.959183e-01,9.183673e-01,7.798445e-01,9.442924e-01,1.644479e-01
-7.959183e-01,9.387755e-01,7.808847e-01,9.429742e-01,1.620895e-01
-7.959183e-01,9.591837e-01,7.812514e-01,9.416915e-01,1.604400e-01
-7.959183e-01,9.795918e-01,7.805443e-01,9.404436e-01,1.598993e-01
-7.959183e-01,1.000000e+00,7.782627e-01,9.392301e-01,1.609674e-01
-7.551020e-01,0.000000e+00,9.979290e-01,9.999539e-01,2.024829e-03
-7.551020e-01,2.040816e-02,6.687036e-01,9.999539e-01,3.312503e-01
-7.551020e-01,4.081633e-02,6.830715e-01,9.999539e-01,3.168824e-01
-7.551020e-01,6.122449e-02,6.976171e-01,9.999539e-01,3.023368e-01
-7.551020e-01,8.163265e-02,7.091099e-01,9.999539e-01,2.908440e-01
-7.551020e-01,1.020408e-01,7.196059e-01,9.999538e-01,2.803479e-01
-7.551020e-01,1.224490e-01,7.291138e-01,9.999532e-01,2.708394e-01
-7.551020e-01,1.428571e-01,7.376653e-01,9.999502e-01,2.622849e-01
